strategy,strategy_label,layout,number_of_tmas,n_patients,patients_per_tma_target,core_diameter_mm,usable_width_mm,usable_height_mm,min_edge_space_mm,positions_per_tma,patient_positions_per_tma,empty_positions_per_tma,control_positions_per_tma,total_positions_all_tmas,patient_positions_all_tmas,empty_positions_all_tmas,control_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core,patient_tissue_area_mm2,all_tissue_area_mm2,total_chamber_area_mm2,patient_tissue_fraction_of_chamber_area_all_tmas,total_core_surface_fraction_of_chamber_area_all_tmas,total_core_surface_to_total_chamber_area,tissue_fraction_of_sample_area_all_tmas,orientation_penalty_percent,asymmetry_score,feasible
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2200,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,107.5468,107.5468,469.2050,0.229211,0.229211,0.229211,0.229211,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2200,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,102.8708,102.8708,469.2050,0.219245,0.219245,0.219245,0.219245,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2200,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,107.5468,116.8987,469.2050,0.229211,0.249142,0.249142,0.229211,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2200,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,74.8151,74.8151,469.2050,0.159451,0.159451,0.159451,0.159451,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,118.8229,118.8229,469.2050,0.253243,0.253243,0.253243,0.253243,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,109.3171,109.3171,469.2050,0.232984,0.232984,0.232984,0.232984,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,109.3171,109.3171,469.2050,0.232984,0.232984,0.232984,0.232984,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,104.5641,104.5641,469.2050,0.222854,0.222854,0.222854,0.222854,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,109.3171,118.8229,469.2050,0.232984,0.253243,0.253243,0.232984,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2300,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,76.0466,76.0466,469.2050,0.162076,0.162076,0.162076,0.162076,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,120.7628,120.7628,469.2050,0.257378,0.257378,0.257378,0.257378,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,111.1018,111.1018,469.2050,0.236787,0.236787,0.236787,0.236787,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,111.1018,111.1018,469.2050,0.236787,0.236787,0.236787,0.236787,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,106.2713,106.2713,469.2050,0.226492,0.226492,0.226492,0.226492,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,111.1018,120.7628,469.2050,0.236787,0.257378,0.257378,0.236787,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2400,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,77.2882,77.2882,469.2050,0.164722,0.164722,0.164722,0.164722,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,122.7185,122.7185,469.2050,0.261546,0.261546,0.261546,0.261546,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,112.9010,112.9010,469.2050,0.240622,0.240622,0.240622,0.240622,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,112.9010,112.9010,469.2050,0.240622,0.240622,0.240622,0.240622,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,107.9922,107.9922,469.2050,0.230160,0.230160,0.230160,0.230160,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,112.9010,122.7185,469.2050,0.240622,0.261546,0.261546,0.240622,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2500,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,78.5398,78.5398,469.2050,0.167389,0.167389,0.167389,0.167389,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,124.6898,124.6898,469.2050,0.265747,0.265747,0.265747,0.265747,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,114.7146,114.7146,469.2050,0.244487,0.244487,0.244487,0.244487,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,114.7146,114.7146,469.2050,0.244487,0.244487,0.244487,0.244487,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,109.7270,109.7270,469.2050,0.233857,0.233857,0.233857,0.233857,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,114.7146,124.6898,469.2050,0.244487,0.265747,0.265747,0.244487,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2600,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,79.8015,79.8015,469.2050,0.170078,0.170078,0.170078,0.170078,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,126.6769,126.6769,469.2050,0.269982,0.269982,0.269982,0.269982,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,116.5427,116.5427,469.2050,0.248383,0.248383,0.248383,0.248383,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,116.5427,116.5427,469.2050,0.248383,0.248383,0.248383,0.248383,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,111.4756,111.4756,469.2050,0.237584,0.237584,0.237584,0.237584,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,116.5427,126.6769,469.2050,0.248383,0.269982,0.269982,0.248383,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2700,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,81.0732,81.0732,469.2050,0.172788,0.172788,0.172788,0.172788,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,128.6796,128.6796,469.2050,0.274250,0.274250,0.274250,0.274250,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,118.3853,118.3853,469.2050,0.252310,0.252310,0.252310,0.252310,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,118.3853,118.3853,469.2050,0.252310,0.252310,0.252310,0.252310,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,113.2381,113.2381,469.2050,0.241340,0.241340,0.241340,0.241340,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,118.3853,128.6796,469.2050,0.252310,0.274250,0.274250,0.252310,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2800,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,82.3550,82.3550,469.2050,0.175520,0.175520,0.175520,0.175520,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,50,0,0,100,100,0,0,1.2500,1,20,130.6981,130.6981,469.2050,0.278552,0.278552,0.278552,0.278552,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,120.2423,120.2423,469.2050,0.256268,0.256268,0.256268,0.256268,8.0000,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,46,4,0,100,92,8,0,1.1500,1,12,120.2423,120.2423,469.2050,0.256268,0.256268,0.256268,0.256268,8.0000,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,44,6,0,100,88,12,0,1.1000,1,8,115.0143,115.0143,469.2050,0.245126,0.245126,0.245126,0.245126,12.0000,10,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,46,0,4,100,92,0,8,1.1500,1,12,120.2423,130.6981,469.2050,0.256268,0.278552,0.278552,0.256268,8.0000,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.2900,22.4500,10.4500,1.0000,50,32,18,0,100,64,36,0,0.8000,0,64,83.6468,83.6468,469.2050,0.178273,0.178273,0.178273,0.178273,36.0000,16,0
none,No orientation holes,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,40,0,0,80,80,0,0,1.0000,1,0,106.1858,106.1858,469.2050,0.226310,0.226310,0.226310,0.226310,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,95.5672,95.5672,469.2050,0.203679,0.203679,0.203679,0.203679,10.0000,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,95.5672,95.5672,469.2050,0.203679,0.203679,0.203679,0.203679,10.0000,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,34,6,0,80,68,12,0,0.8500,0,68,90.2580,90.2580,469.2050,0.192364,0.192364,0.192364,0.192364,15.0000,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,36,0,4,80,72,0,8,0.9000,0,72,95.5672,106.1858,469.2050,0.203679,0.226310,0.226310,0.203679,10.0000,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3000,22.4500,10.4500,1.0000,40,24,16,0,80,48,32,0,0.6000,0,48,63.7115,63.7115,469.2050,0.135786,0.135786,0.135786,0.135786,40.0000,12,0
none,No orientation holes,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,40,0,0,80,80,0,0,1.0000,1,0,107.8257,107.8257,469.2050,0.229805,0.229805,0.229805,0.229805,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,97.0432,97.0432,469.2050,0.206825,0.206825,0.206825,0.206825,10.0000,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,97.0432,97.0432,469.2050,0.206825,0.206825,0.206825,0.206825,10.0000,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,34,6,0,80,68,12,0,0.8500,0,68,91.6519,91.6519,469.2050,0.195334,0.195334,0.195334,0.195334,15.0000,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,36,0,4,80,72,0,8,0.9000,0,72,97.0432,107.8257,469.2050,0.206825,0.229805,0.229805,0.206825,10.0000,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3100,22.4500,10.4500,1.0000,40,24,16,0,80,48,32,0,0.6000,0,48,64.6954,64.6954,469.2050,0.137883,0.137883,0.137883,0.137883,40.0000,12,0
none,No orientation holes,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,40,0,0,80,80,0,0,1.0000,1,0,109.4782,109.4782,469.2050,0.233327,0.233327,0.233327,0.233327,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,98.5304,98.5304,469.2050,0.209994,0.209994,0.209994,0.209994,10.0000,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,98.5304,98.5304,469.2050,0.209994,0.209994,0.209994,0.209994,10.0000,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,34,6,0,80,68,12,0,0.8500,0,68,93.0565,93.0565,469.2050,0.198328,0.198328,0.198328,0.198328,15.0000,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,36,0,4,80,72,0,8,0.9000,0,72,98.5304,109.4782,469.2050,0.209994,0.233327,0.233327,0.209994,10.0000,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3200,22.4500,10.4500,1.0000,40,24,16,0,80,48,32,0,0.6000,0,48,65.6869,65.6869,469.2050,0.139996,0.139996,0.139996,0.139996,40.0000,12,0
none,No orientation holes,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,40,0,0,80,80,0,0,1.0000,1,0,111.1433,111.1433,469.2050,0.236876,0.236876,0.236876,0.236876,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,100.0289,100.0289,469.2050,0.213188,0.213188,0.213188,0.213188,10.0000,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,100.0289,100.0289,469.2050,0.213188,0.213188,0.213188,0.213188,10.0000,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,34,6,0,80,68,12,0,0.8500,0,68,94.4718,94.4718,469.2050,0.201344,0.201344,0.201344,0.201344,15.0000,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,36,0,4,80,72,0,8,0.9000,0,72,100.0289,111.1433,469.2050,0.213188,0.236876,0.236876,0.213188,10.0000,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3300,22.4500,10.4500,1.0000,40,24,16,0,80,48,32,0,0.6000,0,48,66.6860,66.6860,469.2050,0.142125,0.142125,0.142125,0.142125,40.0000,12,0
none,No orientation holes,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,40,0,0,80,80,0,0,1.0000,1,0,112.8209,112.8209,469.2050,0.240451,0.240451,0.240451,0.240451,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,101.5388,101.5388,469.2050,0.216406,0.216406,0.216406,0.216406,10.0000,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,36,4,0,80,72,8,0,0.9000,0,72,101.5388,101.5388,469.2050,0.216406,0.216406,0.216406,0.216406,10.0000,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,34,6,0,80,68,12,0,0.8500,0,68,95.8977,95.8977,469.2050,0.204383,0.204383,0.204383,0.204383,15.0000,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,36,0,4,80,72,0,8,0.9000,0,72,101.5388,112.8209,469.2050,0.216406,0.240451,0.240451,0.216406,10.0000,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3400,22.4500,10.4500,1.0000,40,24,16,0,80,48,32,0,0.6000,0,48,67.6925,67.6925,469.2050,0.144271,0.144271,0.144271,0.144271,40.0000,12,0
none,No orientation holes,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,103.0599,103.0599,469.2050,0.219648,0.219648,0.219648,0.219648,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,91.6088,91.6088,469.2050,0.195243,0.195243,0.195243,0.195243,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,91.6088,91.6088,469.2050,0.195243,0.195243,0.195243,0.195243,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,85.8833,85.8833,469.2050,0.183040,0.183040,0.183040,0.183040,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,91.6088,103.0599,469.2050,0.195243,0.219648,0.219648,0.195243,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3500,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,60.1183,60.1183,469.2050,0.128128,0.128128,0.128128,0.128128,41.6667,6,0
none,No orientation holes,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,104.5924,104.5924,469.2050,0.222914,0.222914,0.222914,0.222914,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,92.9710,92.9710,469.2050,0.198146,0.198146,0.198146,0.198146,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,92.9710,92.9710,469.2050,0.198146,0.198146,0.198146,0.198146,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,87.1603,87.1603,469.2050,0.185762,0.185762,0.185762,0.185762,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,92.9710,104.5924,469.2050,0.198146,0.222914,0.222914,0.198146,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3600,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,61.0122,61.0122,469.2050,0.130033,0.130033,0.130033,0.130033,41.6667,6,0
none,No orientation holes,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,106.1362,106.1362,469.2050,0.226204,0.226204,0.226204,0.226204,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,94.3433,94.3433,469.2050,0.201071,0.201071,0.201071,0.201071,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,94.3433,94.3433,469.2050,0.201071,0.201071,0.201071,0.201071,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,88.4468,88.4468,469.2050,0.188504,0.188504,0.188504,0.188504,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,94.3433,106.1362,469.2050,0.201071,0.226204,0.226204,0.201071,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3700,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,61.9128,61.9128,469.2050,0.131953,0.131953,0.131953,0.131953,41.6667,6,0
none,No orientation holes,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,107.6913,107.6913,469.2050,0.229519,0.229519,0.229519,0.229519,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,95.7256,95.7256,469.2050,0.204017,0.204017,0.204017,0.204017,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,95.7256,95.7256,469.2050,0.204017,0.204017,0.204017,0.204017,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,89.7427,89.7427,469.2050,0.191266,0.191266,0.191266,0.191266,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,95.7256,107.6913,469.2050,0.204017,0.229519,0.229519,0.204017,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3800,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,62.8199,62.8199,469.2050,0.133886,0.133886,0.133886,0.133886,41.6667,6,0
none,No orientation holes,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,109.2577,109.2577,469.2050,0.232857,0.232857,0.232857,0.232857,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,97.1179,97.1179,469.2050,0.206984,0.206984,0.206984,0.206984,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,97.1179,97.1179,469.2050,0.206984,0.206984,0.206984,0.206984,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,91.0481,91.0481,469.2050,0.194048,0.194048,0.194048,0.194048,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,97.1179,109.2577,469.2050,0.206984,0.232857,0.232857,0.206984,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.3900,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,63.7336,63.7336,469.2050,0.135833,0.135833,0.135833,0.135833,41.6667,6,0
none,No orientation holes,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,36,0,0,72,72,0,0,0.9000,0,72,110.8354,110.8354,469.2050,0.236220,0.236220,0.236220,0.236220,0.0000,0,0
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,98.5203,98.5203,469.2050,0.209973,0.209973,0.209973,0.209973,11.1111,8,0
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,32,4,0,72,64,8,0,0.8000,0,64,98.5203,98.5203,469.2050,0.209973,0.209973,0.209973,0.209973,11.1111,8,0
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,30,6,0,72,60,12,0,0.7500,0,60,92.3628,92.3628,469.2050,0.196850,0.196850,0.196850,0.196850,16.6667,8,0
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,32,0,4,72,64,0,8,0.8000,0,64,98.5203,110.8354,469.2050,0.209973,0.236220,0.236220,0.209973,11.1111,8,0
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,1.4000,22.4500,10.4500,1.0000,36,21,15,0,72,42,30,0,0.5250,0,42,64.6540,64.6540,469.2050,0.137795,0.137795,0.137795,0.137795,41.6667,6,0
